date,inflation,inflation_threshold,inflation_exceedance,equity_loss,equity_loss_threshold,equity_loss_exceedance,joint_exceedance
2020-02-29,1.9,3.5600000000000005,False,-0.01783991812833019,0.0018386568927464958,False,False
2020-03-31,1.5,3.5600000000000005,False,0.04418389346793283,0.0018386568927464958,True,False
2020-04-30,0.8,3.5600000000000005,False,-0.022335953942063114,0.0018386568927464958,False,False
2020-05-31,0.6,3.5600000000000005,False,-0.03550668845690996,0.0018386568927464958,False,False
2020-06-30,0.7,3.5600000000000005,False,-0.008683122573461155,0.0018386568927464958,False,False
2020-07-31,1.0,3.5600000000000005,False,-0.024669182686784197,0.0018386568927464958,False,False
2020-08-31,1.2,3.5600000000000005,False,-0.02590339094884797,0.0018386568927464958,False,False
2020-09-30,1.4,3.5600000000000005,False,0.014719676992466901,0.0018386568927464958,True,False
2020-10-31,1.3,3.5600000000000005,False,-0.02471521682414579,0.0018386568927464958,False,False
2020-11-30,1.2,3.5600000000000005,False,-0.019696249975724278,0.0018386568927464958,False,False
2020-12-31,1.4,3.5600000000000005,False,-0.021053409197832273,0.0018386568927464958,False,False
2021-01-31,1.5,3.5600000000000005,False,-0.010362787035546717,0.0018386568927464958,False,False
2021-02-28,1.7,3.5600000000000005,False,-0.01956676631828458,0.0018386568927464958,False,False
2021-03-31,2.1,3.5600000000000005,False,0.010160968031408757,0.0018386568927464958,True,False
2021-04-30,2.4,3.5600000000000005,False,-0.02852542403653313,0.0018386568927464958,False,False
2021-05-31,2.8,3.5600000000000005,False,-0.013963265881364428,0.0018386568927464958,False,False
2021-06-30,3.1,3.5600000000000005,False,-0.017785432433216286,0.0018386568927464958,False,False
2021-07-31,3.4,3.5600000000000005,False,0.008853176536884888,0.0018386568927464958,True,False
2021-08-31,3.8,3.5600000000000005,True,-0.02554009532189916,0.0018386568927464958,False,False
2021-09-30,4.1,3.5600000000000005,True,0.011890746521521223,0.0018386568927464958,True,True
2021-10-31,4.6,3.5600000000000005,True,-0.026752185471432988,0.0018386568927464958,False,False
2021-11-30,4.9,3.5600000000000005,True,-0.013878403172077114,0.0018386568927464958,False,False
2021-12-31,5.3,3.5600000000000005,True,-0.018961508558735574,0.0018386568927464958,False,False
